,band,telescope,obsmjd,mag,mag_err,alert,Unnamed: 0
721,ZTF_g,P48,59228.5134144,20.233420120827937,0.1198490592784887,False,
722,ZTF_i,P48,59228.55254630001,19.500435506468683,0.1045891353552386,False,
723,ZTF_r,P48,59230.55089119999,19.98556777738999,0.1138680029606048,False,
724,ZTF_r,P48,59232.51091440001,20.060501323994828,0.0989786686358495,False,
725,ZTF_g,P48,59232.545787,20.25836488038746,0.1150431839594217,False,
726,ZTF_r,P48,59249.498321800005,20.33999918704287,0.1921591999358896,False,
727,ZTF_g,P48,59249.531412,20.57844510033126,0.2022924201613403,False,
728,ZTF_i,P48,59250.5183681,19.48231787229664,0.0953150597957003,False,
729,ZTF_r,P48,59251.4928819,20.427883035013757,0.1963941549718746,False,
730,ZTF_g,P48,59251.52908559999,19.92995216426401,0.1186445861733043,False,
731,ZTF_r,P48,59253.51089119999,20.085525067671583,0.0956008335998808,False,
732,ZTF_g,P48,59253.538414400005,20.450472301376085,0.0998359707734576,False,
733,ZTF_i,P48,59255.5201852,19.671368845268592,0.0886905940534746,False,
734,ZTF_r,P48,59256.42885419999,20.122862838373603,0.1487784057753313,False,
735,ZTF_g,P48,59256.538287,20.58083744487265,0.1060914718879948,False,
736,ZTF_g,P48,59264.4963194,20.354831725619118,0.0927252860777069,False,
737,ZTF_r,P48,59264.5371181,20.234887692785453,0.0832827535522511,False,
738,ZTF_i,P48,59267.5079051,19.665607580142908,0.128314377690345,False,
739,ZTF_g,P48,59267.5293403,20.54888317251461,0.1516791263724485,False,
740,ZTF_g,P48,59269.4858796,20.42185307067343,0.1688905828722888,False,
741,ZTF_g,P48,59269.4868171,20.503621094032503,0.1875892652379575,False,
742,ZTF_r,P48,59269.5229398,20.08875806301761,0.0938093518516997,False,
743,ZTF_r,P48,59269.5352546,20.162960688679988,0.0948235599296869,False,
744,ZTF_i,P48,59270.4662037,19.625529837722013,0.1842957480759912,False,
745,ZTF_r,P48,59272.4910301,20.16008027800414,0.181844799965321,False,
746,ZTF_r,P48,59272.4919676,19.790983662123512,0.1246584277539871,False,
747,ZTF_i,P48,59273.5242477,19.13655820343387,0.1544289078357381,False,
748,ZTF_r,P48,59275.5213079,19.942628497844808,0.1314472292759173,False,
749,ZTF_g,P48,59280.4039699,20.459395516552757,0.2050624431845146,False,
750,ZTF_r,P48,59280.4482755,19.96146912175521,0.1371596926711454,False,
751,ZTF_r,P48,59291.4641667,20.21315043254095,0.0998605012932018,False,
752,ZTF_g,P48,59291.4878819,20.79028590618713,0.1181620293492725,False,
753,ZTF_i,P48,59292.415463,19.910751385865694,0.0932115856742704,False,
754,ZTF_r,P48,59295.48633099999,20.37783411382956,0.141941667287666,False,
755,ZTF_i,P48,59297.3743171,19.474942667774595,0.1510287449643927,False,
756,ZTF_r,P48,59297.4245949,20.36750882485784,0.1958798933715359,False,
757,ZTF_r,P48,59303.4426505,20.169895741521863,0.2063873879512143,False,
758,ZTF_i,P48,59305.3917477,19.94769148317488,0.1726187737308383,False,
759,ZTF_r,P48,59306.4957292,20.23982153004518,0.1114152272654007,False,
760,ZTF_g,P48,59308.3829514,20.63456554989072,0.1349657501477792,False,
761,ZTF_r,P48,59308.4547106,20.48536391620532,0.1270735104946043,False,
762,ZTF_i,P48,59309.4241782,19.8629964042666,0.1077707954309087,False,
763,ZTF_g,P48,59310.4280787,20.750959472771974,0.101828862012904,False,
764,ZTF_r,P48,59310.4494676,20.318009824728875,0.1851509438615873,False,
765,ZTF_i,P48,59312.3740162,19.794705118133464,0.1003497992588171,False,
766,ZTF_r,P48,59312.4018981,20.34337196558573,0.1046330900618497,False,
767,ZTF_g,P48,59312.4247917,20.559175110031333,0.1092792584333136,False,
768,ZTF_g,P48,59314.4140856,20.682991558068466,0.1076764707378498,False,
769,ZTF_r,P48,59314.4587037,20.421575081601944,0.0872349240305855,False,
770,ZTF_g,P48,59316.3828588,20.7992189275358,0.1044829157995318,False,
771,ZTF_r,P48,59316.4022222,20.296329551896264,0.0750930347857733,False,
772,ZTF_r,P48,59319.3948611,20.493997238801587,0.155761987092837,False,
773,ZTF_g,P48,59319.4311921,20.67119707167827,0.1356083283002284,False,
774,ZTF_i,P48,59319.48376159999,19.89436598592295,0.186829872310873,False,
775,ZTF_r,P48,59322.2772454,20.24416247032385,0.1458756096823082,False,
776,ZTF_g,P48,59322.42489580001,20.731214237816403,0.1690044329912215,False,
777,ZTF_i,P48,59323.44192130001,20.04011052163356,0.1020776922534619,False,
778,ZTF_r,P48,59324.3414236,20.25121219301555,0.1409790042084075,False,
779,ZTF_g,P48,59324.3836574,20.85297140695992,0.1413707897657785,False,
780,ZTF_i,P48,59328.3931481,19.950620902738347,0.1432264414883601,False,
781,ZTF_i,P48,59338.36204859999,19.63841389008412,0.0933901178157868,False,
782,ZTF_i,P48,59341.3945602,19.968720859104955,0.125103044250518,False,
783,ZTF_i,P48,59344.3580787,19.800015826009805,0.0948625004009695,False,
784,ZTF_i,P48,59352.37645830001,19.6175760041802,0.1274941028208124,False,
785,ZTF_i,P48,59356.3363426,19.65673556850194,0.1139462849204478,False,
786,ZTF_i,P48,59359.3568287,19.7621622010325,0.1517656862899032,False,
787,ZTF_i,P48,59362.3571759,19.933064780285516,0.1460009547348582,False,
788,ZTF_i,P48,59365.379294000006,19.86891341790279,0.1227069185379778,False,
789,ZTF_g,P48,59366.2910417,20.51610488066384,0.0895184095408212,False,
790,ZTF_g,P48,59366.3162616,20.661768107065708,0.1163646593398123,False,
791,ZTF_r,P48,59366.3965394,20.288512754862435,0.1048947728810937,False,
792,ZTF_g,P48,59367.2917824,20.67935253148468,0.1290201636939596,False,
793,ZTF_r,P48,59367.337338,20.43781328070321,0.1112738325167736,False,
794,ZTF_r,P48,59367.3784606,20.1393280128905,0.1081983507352491,False,
795,ZTF_g,P48,59368.3415162,20.71444219760685,0.1006441790513012,False,
796,ZTF_r,P48,59368.38167819999,20.51247589843581,0.0897143846623048,False,
797,ZTF_r,P48,59369.3319792,20.453694837990785,0.0767956105656889,False,
798,ZTF_i,P48,59369.3544907,19.89751945792476,0.0768483624288624,False,
799,ZTF_g,P48,59369.3696181,20.797285281428422,0.1106552925718713,False,
800,ZTF_g,P48,59369.3885648,20.537734113081093,0.0877159894198381,False,
801,ZTF_r,P48,59369.4235301,20.39203335176673,0.085781603879697,False,
802,ZTF_g,P48,59370.2358681,20.61335477865101,0.1083597961491147,False,
803,ZTF_r,P48,59370.3389352,20.360760137364014,0.1054463389129167,False,
804,ZTF_g,P48,59370.4142477,20.51719477443973,0.0850413968115791,False,
805,ZTF_r,P48,59371.3212731,20.343187134304294,0.0821926240242428,False,
806,ZTF_r,P48,59371.3386227,20.292075896821014,0.0672549637578651,False,
807,ZTF_g,P48,59371.3672801,20.60659408066399,0.0947129076842911,False,
808,ZTF_i,P48,59372.2913773,19.653080587717547,0.1832666083677164,False,
809,ZTF_g,P48,59373.35302080001,20.6295849336676,0.1257618048353951,False,
810,ZTF_r,P48,59373.3757407,20.36938390888984,0.102897676605457,False,
811,ZTF_g,P48,59373.420833300006,20.5796526886178,0.0966897707433986,False,
812,ZTF_r,P48,59374.2787384,20.21978156978762,0.1145280337834145,False,
813,ZTF_g,P48,59374.3787153,20.524331763970167,0.1064798242065592,False,
814,ZTF_r,P48,59374.42666669999,19.85966168151952,0.2027005601149445,False,
815,ZTF_i,P48,59375.2059606,19.71245537867588,0.1194333434246452,False,
816,ZTF_g,P48,59375.36883099999,20.52742277554796,0.1190498881932818,False,
817,ZTF_r,P48,59375.3941435,20.28953946158682,0.097442614602633,False,
818,ZTF_r,P48,59375.4019792,20.56983711946721,0.1400951694043125,False,
819,ZTF_r,P48,59376.2775231,20.214985700765485,0.0846525718818672,False,
820,ZTF_r,P48,59376.318738400005,20.32144465897146,0.076622661187582,False,
821,ZTF_g,P48,59376.35197919999,20.537832248381854,0.0921753475851899,False,
822,ZTF_r,P48,59377.2679745,20.21694457604732,0.0721465137727127,False,
823,ZTF_g,P48,59377.3371875,20.538008781405917,0.098953684177675,False,
824,ZTF_g,P48,59377.362233800006,20.270507543000576,0.0825561284231875,False,
825,ZTF_r,P48,59377.3944676,20.174687283882115,0.069826664465008,False,
826,ZTF_g,P48,59378.2069444,20.576814567522227,0.1093584499321979,False,
827,ZTF_r,P48,59378.257175900006,20.315721863993783,0.0899035146437296,False,
828,ZTF_i,P48,59378.27614580001,19.643104446207097,0.0692264648099634,False,
829,ZTF_r,P48,59378.32370369999,20.17288075860432,0.07394349399677,False,
830,ZTF_g,P48,59379.2761806,20.45753025366617,0.1020452683324418,False,
831,ZTF_g,P48,59379.31824069999,20.213079870002822,0.0731892021375075,False,
832,ZTF_r,P48,59379.354108800006,20.00232736686064,0.0610345864465475,False,
833,ZTF_r,P48,59379.3801968,20.03727236617457,0.0639408857459839,False,
834,ZTF_r,P48,59380.3528356,20.11900369500364,0.0859978247650481,False,
835,ZTF_g,P48,59381.2950579,20.10980274703134,0.1357000353832615,False,
836,ZTF_i,P48,59381.3386806,19.577751347583032,0.0794925807761886,False,
837,ZTF_r,P48,59381.36164349999,19.818703095257604,0.1034000181603778,False,
838,ZTF_r,P48,59381.3773148,19.890126108988067,0.0998995934594472,False,
839,ZTF_g,P48,59382.29736109999,20.431357719187872,0.1289862609359133,False,
840,ZTF_r,P48,59382.3197338,20.29957709670196,0.1037257988774562,False,
841,ZTF_g,P48,59382.397696800006,20.80351127766264,0.2045278868073992,False,
842,ZTF_r,P48,59383.2150694,19.997239172959976,0.118192950838027,False,
843,ZTF_g,P48,59383.24949069999,20.369874780702872,0.1317805853550733,False,
844,ZTF_i,P48,59384.2925231,19.9185580152465,0.1232733399986542,False,
845,ZTF_r,P48,59384.3405556,20.10526459608315,0.0874195723977719,False,
846,ZTF_g,P48,59385.1911921,20.32434922659316,0.1852673862828569,False,
847,ZTF_g,P48,59385.332419000006,20.09470160356937,0.1446827146329555,False,
848,ZTF_r,P48,59385.3594097,19.93367099734604,0.1279839884178092,False,
849,ZTF_r,P48,59386.3678125,20.076818788915,0.149009485147836,False,
850,ZTF_g,P48,59386.4240046,20.346521774741724,0.1307190958276852,False,
851,ZTF_i,P48,59387.2712153,19.52853133305532,0.1287646693200289,False,
852,ZTF_r,P48,59391.27116900001,20.317312446650234,0.1703934864016244,False,
853,ZTF_r,P48,59391.3331829,19.87764531367184,0.1306068370587306,False,
854,ZTF_g,P48,59392.3059722,20.087567182087632,0.1303873174005608,False,
855,ZTF_r,P48,59392.35177080001,20.167083340148928,0.1289371687847466,False,
856,ZTF_r,P48,59392.3778241,20.250896302251583,0.1921337776249652,False,
857,ZTF_g,P48,59393.2746991,20.45054791589928,0.1488797773873767,False,
858,ZTF_g,P48,59393.35432869999,20.468866222967463,0.1970245715697603,False,
859,ZTF_r,P48,59393.4121412,20.188847569021306,0.1563181248103784,False,
860,ZTF_g,P48,59394.2267361,20.384406906979684,0.0969478959858653,False,
861,ZTF_i,P48,59394.254213,19.52851087420009,0.0778633074653109,False,
862,ZTF_r,P48,59394.3007986,20.09558290191336,0.1801250516286189,False,
863,ZTF_g,P48,59394.34045140001,20.60932966960733,0.2048784646442712,False,
864,ZTF_r,P48,59394.43989580001,20.239552606478888,0.1810616347452072,False,
865,ZTF_g,P48,59395.2519444,20.40498328627328,0.1942233186188559,False,
866,ZTF_g,P48,59395.28721059999,20.26354127585006,0.1530573894238025,False,
867,ZTF_r,P48,59396.2270949,20.25164111139272,0.0733291836009247,False,
868,ZTF_g,P48,59396.25276619999,20.404416617230517,0.0880311480299519,False,
869,ZTF_g,P48,59396.3080208,20.302509145584647,0.0944635306010316,False,
870,ZTF_r,P48,59396.3444907,20.084373066311137,0.0855356001514007,False,
871,ZTF_g,P48,59397.2888426,20.50329810772404,0.101712591911887,False,
872,ZTF_i,P48,59397.3307523,19.446808578710325,0.0655156240396274,False,
873,ZTF_r,P48,59397.339537,20.211494256011758,0.0752589759373465,False,
874,ZTF_r,P48,59397.3560417,20.07370490367976,0.0710338582130202,False,
875,ZTF_r,P48,59399.2275347,20.28569200992699,0.0878144345911347,False,
876,ZTF_g,P48,59399.270544000006,20.45486535486864,0.0862355597998398,False,
877,ZTF_g,P48,59400.2909606,20.538129197924786,0.0997104440614626,False,
878,ZTF_g,P48,59400.298796300005,20.538283590702427,0.1058232502956081,False,
879,ZTF_i,P48,59400.3249769,19.88869760418616,0.0876761382027113,False,
880,ZTF_r,P48,59400.3527778,20.13189191574565,0.0773699294191639,False,
881,ZTF_g,P48,59401.24988430001,20.654286707407405,0.1441115473045018,False,
882,ZTF_r,P48,59401.3102199,20.17469517821471,0.0758466903417927,False,
883,ZTF_r,P48,59401.3266204,20.184691929545853,0.0793721098321054,False,
884,ZTF_g,P48,59401.3593866,20.40017961239073,0.1080947700879535,False,
885,ZTF_g,P48,59402.2991204,20.303178191368687,0.0844637838588643,False,
886,ZTF_g,P48,59402.3267361,20.54836639579408,0.1228424929382299,False,
887,ZTF_r,P48,59402.3878935,20.154253358641792,0.1232153385731364,False,
888,ZTF_g,P48,59403.276956,20.59519546627572,0.1190942263514838,False,
889,ZTF_r,P48,59403.2985648,20.0779318992204,0.0677019528259367,False,
890,ZTF_r,P48,59403.3197222,20.1857599090798,0.0840392829920834,False,
891,ZTF_g,P48,59403.3649537,20.164955152784984,0.1004022316582443,False,
892,ZTF_i,P48,59404.2048264,19.63879415077864,0.0673816141199349,False,
893,ZTF_r,P48,59404.2140278,20.14666359695962,0.0822226724684478,False,
894,ZTF_r,P48,59404.2975231,20.31773610169776,0.10304693960609,False,
895,ZTF_g,P48,59404.3184954,20.735567287048564,0.1612013731353838,False,
896,ZTF_r,P48,59405.20826390001,20.460781799029988,0.1131911146421719,False,
897,ZTF_g,P48,59405.2156134,20.36881007953649,0.1075033158476309,False,
898,ZTF_g,P48,59405.2992824,20.458174565788404,0.10854916198391,False,
899,ZTF_r,P48,59405.339375,20.10831972132185,0.1084423508398415,False,
900,ZTF_g,P48,59406.1910185,20.416021361045324,0.0975237648935115,False,
901,ZTF_g,P48,59406.2257755,20.3634490739837,0.1086984999650379,False,
902,ZTF_r,P48,59406.233414400005,20.33803805680701,0.0960498874840885,False,
903,ZTF_r,P48,59406.2658681,20.24911882904625,0.0868396237597083,False,
904,ZTF_r,P48,59407.1943403,20.335086092641266,0.0991872142697217,False,
905,ZTF_r,P48,59407.3047569,20.32344662112816,0.1290648021196382,False,
906,ZTF_g,P48,59408.20530090001,20.48566461823706,0.1094180273735761,False,
907,ZTF_r,P48,59408.2145255,20.34372556030091,0.1054820269155694,False,
908,ZTF_g,P48,59408.34292819999,20.49588914657585,0.1452469090875763,False,
909,ZTF_r,P48,59409.1930787,20.389174048995457,0.1028125700270466,False,
910,ZTF_g,P48,59409.23785880001,20.79973960652839,0.1501834034688271,False,
911,ZTF_i,P48,59409.2555671,19.86533169092241,0.0928912695479409,False,
912,ZTF_r,P48,59409.279884300006,20.414912826753067,0.0969471763187515,False,
913,ZTF_g,P48,59409.318206,20.49194992483732,0.1183710123407743,False,
914,ZTF_g,P48,59410.18585650001,20.58352008767529,0.1853180066999253,False,
915,ZTF_r,P48,59410.2277431,20.218954538520123,0.1015565541748834,False,
916,ZTF_r,P48,59410.2471412,20.43837942826208,0.1124443683100588,False,
917,ZTF_g,P48,59410.3471296,20.783793128162635,0.1617921304877227,False,
918,ZTF_g,P48,59411.2065625,20.60460237598024,0.1797225134644234,False,
919,ZTF_r,P48,59411.2291319,20.357112213666205,0.1244190181869932,False,
920,ZTF_r,P48,59411.2562847,20.457092122011343,0.1474544632411642,False,
921,ZTF_g,P48,59411.303726900005,20.78606678272483,0.1601495466215059,False,
922,ZTF_r,P48,59412.2273495,20.253381617670392,0.1005646456216772,False,
923,ZTF_g,P48,59412.2350231,20.29890539550289,0.1110764203928922,False,
924,ZTF_g,P48,59412.3227778,20.73877871142245,0.1387850523237832,False,
925,ZTF_r,P48,59412.3651273,20.016005575450244,0.1302874195711382,False,
926,ZTF_g,P48,59414.26344909999,20.393559043554745,0.1691539954168876,False,
927,ZTF_r,P48,59414.2824306,20.35548491077373,0.1427878746003345,False,
928,ZTF_g,P48,59414.3933565,20.56055233219848,0.1680877490792731,False,
929,ZTF_i,P48,59415.2501273,19.814568778866303,0.1234733799338691,False,
930,ZTF_g,P48,59415.2542245,20.530856127073143,0.2091644391450837,False,
931,ZTF_g,P48,59415.28248840001,20.442029298718357,0.2071913278382683,False,
932,ZTF_r,P48,58612.4221,19.8866329193115,0.184791877865791,True,
933,ZTF_r,P48,59036.2763,19.2751979827881,0.11707903444767,True,
934,ZTF_g,P48,59251.5291,19.9255657196045,0.206087753176689,True,
935,ZTF_g,P48,59264.4963,20.3917026519775,0.197171062231064,True,
936,ZTF_r,P48,59264.5371,20.3119220733643,0.191163584589958,True,
937,ZTF_r,P48,59269.5353,20.2510509490967,0.161909610033035,True,
938,ZTF_r,P48,59291.4642,20.2142086029053,0.204983949661255,True,
939,W1,WISE,58709.84,17.17738077921026,0.1005868697529929,True,13.0
940,W1,WISE,58910.79,16.494227117064547,0.0641768810924393,True,14.0
941,W1,WISE,59074.01,16.467968896776775,0.0797989141948972,True,15.0
942,W2,WISE,58709.84,17.080575253854242,0.21854401494731,True,29.0
943,W2,WISE,58910.79,16.366221565200625,0.1026174896093701,True,30.0
944,W2,WISE,59074.01,16.19536388126985,0.1084400187089668,True,31.0
